mass_C
t	x	y
0.0	-2.3112786287471607	4.462791453663826
0.03333333333333576	-2.326011113354511	4.46025023429582
0.06663333333333503	-2.300136362394042	4.462263614326659
0.0999555555555562	-2.301329179155971	4.460825569777924
0.13327777777777738	-2.2878979907910804	4.461809464497392
0.1666000000000022	-2.2327934533037137	4.460756437753872
0.1999333333333343	-2.3878057497624354	4.90065403011873
0.23325555555555547	-2.315338413069483	5.387822580283299
0.2665777777777803	-2.3205239605368604	5.393872537056993
0.2999111111111124	-2.3216138876390318	5.41173351200338
0.3332333333333372	-2.436710998295652	5.518497458404028
0.36654444444444745	-2.1933035207060954	5.566325754650201
0.39987777777777955	-2.1843241356677936	5.546538609665745
0.4331888888888898	-2.1588675247859612	5.534251089106974
0.4665111111111146	-2.29645862958607	5.92810901477489
0.499855555555554	-2.181404558561482	5.879800545429106
0.5331888888888898	-2.299628820371751	6.172397254691845
0.5665	-2.2840784190894823	6.168477324461293
0.5998222222222211	-2.2809832884939	6.164411777261307
0.6331555555555569	-2.254789628988192	6.163796350351774
0.6664777777777781	-2.2417634596272507	6.162432191186809
0.6997777777777774	-2.234896813772451	6.164251256960426
0.7330999999999985	-2.3283012868699444	6.459701613071246
0.7664222222222233	-2.3278104279947343	6.465564356545997
0.7997555555555554	-2.3442345948214154	6.471989488669969
0.8330777777777767	-2.327295449134084	6.479515151655093
0.8663888888888869	-2.349198093534227	6.890096985449432
0.8997444444444446	-2.2433272960528257	6.8129022803891885
0.9330444444444438	-2.2479736651262243	6.810038739125133
0.9669444444444489	-2.243606847545621	6.838534456168361
0.9996888888888897	-2.24851250126126	7.155305600344583
1.0330111111111109	-2.2385172993356974	7.144702448579729
1.0663444444444468	-2.2345314780506556	7.136625719095463
1.099655555555557	-2.3816291858054086	7.421938643339878
1.132988888888889	-2.4766056975562805	7.52630238725974
1.166311111111114	-2.2932419112392353	7.852274388169022
1.1996222222222241	-2.256637965565929	7.866382777023347
1.2329555555555562	-2.368051809793684	7.968108218264597
1.2662666666666664	-2.324717087783	8.082977674068125
1.299611111111113	-2.2763071598460414	8.294893205532198
1.3329222222222235	-2.2360198951544135	8.295266875291702
1.3662666666666665	-2.2253484938099746	8.292356978736407
1.3995777777777803	-2.2497045526270085	8.295923601195298
1.4329000000000014	-2.2887012502620365	8.616297011099753
1.4662222222222263	-2.267442335279867	8.618491130210288
1.4995444444444475	-2.2701172578804147	8.618232671582973
1.5330333333333366	-2.2716542353746974	8.617231753913671
1.5661888888888935	-2.2567697054834355	8.614330768139261
1.5995333333333328	-2.2515078956424475	8.615357069064345
1.6329333333333342	-2.4524991400078306	8.077813845552527
1.666144444444446	-2.2619755985551677	8.108411010169633
1.699477777777778	-2.254229825886398	8.103432593167248
1.7328111111111102	-2.4163810146019813	8.062549221948863
1.7661222222222204	-2.305694651167755	7.57256701121058
1.799644444444446	-2.324862231672114	7.541070499994305
1.8327777777777774	-2.4398731526383557	7.456959243734396
1.866100000000002	-2.3648296345631934	7.1114312714626635
1.8994111111111125	-2.599654437373971	6.911452328691574
1.9327444444444446	-2.400557330294589	6.695175266794308
1.9660666666666657	-2.3769733340896124	6.690687624077725
1.9994000000000014	-2.3685152711667	6.676977130558598
2.0327222222222225	-2.3536653501060414	6.686688856931276
2.066033333333333	-2.3507692763705847	6.69366114664755
2.0993888888888903	-2.3535838718302955	6.697072953208888
2.13268888888889	-2.357278070702904	6.701445336539891
2.166	-2.5028108379866865	6.083567062643702
2.199333333333336	-2.3803787201621702	6.163299981381336
2.2326444444444458	-2.354413650904789	6.162433230262863
2.265977777777778	-2.3683280825783726	6.144946477577506
2.2994555555555563	-2.483370639293625	5.7019119792709745
2.332622222222224	-2.4131639455305844	5.733681445607473
2.36595555555556	-2.4555404229784727	5.720536608491116
2.399277777777781	-2.651006543962268	5.107849131950296
2.4326111111111093	-2.3804582167707906	5.109436220422388
2.4659333333333344	-2.346070954770269	5.1039881471224575
2.4992444444444484	-2.3307121879950614	5.103599466467827
2.5325666666666695	-2.3314387597169457	5.103402726854284
2.5658777777777795	-2.340285295689384	5.108693212227969
2.5992222222222225	-2.348850173379688	5.106847161509428
2.632533333333333	-2.334076366310555	5.105233188306158
2.665855555555554	-2.3934776782579235	5.093760850801296
2.699177777777779	-2.412309534561345	4.762025320612523
2.7658444444444465	-2.3991977332148906	4.769559850520501
2.799155555555557	-2.4096340304543418	4.775011693228862
2.8324666666666674	-2.417713082454469	4.78026531216652
2.8657888888888885	-2.414902629471527	4.781648718157442
2.932444444444445	-2.4029539914714917	4.780896519121754
2.9657777777777774	-2.389745804553044	4.779900388791837
2.9990888888888914	-2.396996488756116	4.780424502403719
3.0324222222222232	-2.4170389996702824	4.781128902780168
3.0657444444444444	-2.907130585400864	3.942971978727897
3.0990666666666695	-2.519579660557156	4.039869656472526
3.1323777777777795	-2.490677682787691	4.02915655400875
3.1657000000000006	-2.4629141981187814	4.0183465658470325
3.1990444444444472	-2.434095848124201	4.026051243797774
3.2323666666666684	-2.426961040927111	4.033631328764301
3.265666666666668	-2.4362557827365805	4.037317521752627
3.2990666666666693	-2.445215012000048	4.036880455097382
3.332333333333336	-2.4402053613317776	4.035929281806737
3.3656666666666677	-2.4143347675346263	4.033630772919587
3.3989777777777817	-2.4051058529691005	4.029828714531298
3.432288888888892	-2.4094103515449916	4.0317335049081535
3.465622222222224	-2.4187100315474765	4.0345891734019546
3.498944444444449	-2.4262542972793284	4.0367660626917825
3.53226666666667	-2.426533817779415	4.03957096544017
3.5655888888888914	-2.4207566230088275	4.0373122420085465
3.5989222222222232	-2.4094973524754977	4.0355642505972185
3.6322444444444444	-2.408481339289395	4.0326552614899
3.665555555555555	-2.411140785712689	4.03213342643722
3.6988888888888907	-2.4175597925556787	4.034845166988681
3.732211111111112	-2.427942493717552	4.0375534098595125
3.765533333333333	-2.4120962185983643	4.039556597308966
3.798844444444443	-2.4120540981764407	4.036568885298948
3.832177777777779	-2.413124563165468	4.031965899591121
3.8655	-2.467345445409478	4.43819221746611
3.898833333333336	-2.3416815423077537	4.371470629669972
